START_DATE*,END_DATE*,START*,STOP*,MILES*,PLACE_TYPE*,USER*
12/20/2016 10:30,12/20/2016 10:48,Rawalpindi,Rawalpindi,3.3,GYM,Brendan Rivera
12/20/2016 11:30,12/20/2016 12:17,Rawalpindi,Unknown Location,19.4,SHOPPING,Lance Chan
12/20/2016 13:14,12/20/2016 13:20,Unknown Location,Unknown Location,1.7,BAR,Wesley Wilson
12/20/2016 13:54,12/20/2016 14:17,Unknown Location,Islamabad,5.7,RESTAURANT,Heather Maxwell
12/20/2016 16:14,12/20/2016 16:24,Islamabad,Islamabad,1.8,OTHERS,Chad Davis
12/20/2016 16:56,12/20/2016 17:07,Islamabad,Islamabad,1.4,BAR,Heather Maxwell
12/20/2016 18:47,12/20/2016 19:21,Islamabad,Unknown Location,10.3,OFFICE,Alexandra Lewis
12/21/2016 7:42,12/21/2016 8:10,Unknown Location,Unknown Location,11.5,OFFICE,Heather Mcguire
12/21/2016 10:14,12/21/2016 10:30,Unknown Location,Islamabad,4.9,SHOPPING,Rose Cruz
12/21/2016 11:35,12/21/2016 11:49,Islamabad,Unknown Location,3.5,GYM,Heather Mcguire
12/21/2016 12:51,12/21/2016 13:33,Unknown Location,Unknown Location,16.2,SHOPPING,Michael Mckinney
12/21/2016 15:38,12/21/2016 15:49,Unknown Location,Unknown Location,2.0,BAR,Nicole Garrett
12/21/2016 15:55,12/21/2016 16:05,Unknown Location,Islamabad,2.1,PLAY ARENA,Tracy Hanna
12/21/2016 17:45,12/21/2016 17:54,Islamabad,Islamabad,2.1,OTHERS,Alexis Wang
12/21/2016 17:59,12/21/2016 18:31,Islamabad,Unknown Location,7.2,BAR,John Peters
12/21/2016 19:49,12/21/2016 20:35,Unknown Location,Rawalpindi,12.0,PLAY ARENA,Paul Smith
12/21/2016 20:56,12/21/2016 23:42,Rawalpindi,Unknown Location,103.0,GYM,George Thomas Jr.
12/22/2016 15:40,12/22/2016 16:38,Unknown Location,Unknown Location,32.3,OFFICE,Tracy Hanna
12/22/2016 17:04,12/22/2016 17:20,Unknown Location,Unknown Location,5.3,BAR,Michelle Day
12/22/2016 17:27,12/22/2016 17:53,Unknown Location,Unknown Location,11.6,OFFICE,Michael Mckinney
12/22/2016 17:56,12/22/2016 18:29,Unknown Location,Unknown Location,23.2,OTHERS,Matthew Russell
12/22/2016 18:31,12/22/2016 18:37,Unknown Location,Unknown Location,3.2,SHOPPING,Alexis Barry
12/22/2016 18:38,12/22/2016 18:47,Unknown Location,Unknown Location,12.3,SHOPPING,Sophia Hernandez
12/22/2016 19:04,12/22/2016 19:50,Unknown Location,Lahore,14.0,GYM,Aaron Webb
12/22/2016 21:41,12/22/2016 21:53,Lahore,Lahore,2.1,PLAY ARENA,Patricia Marshall
12/22/2016 23:27,12/22/2016 23:32,Lahore,Lahore,2.1,OTHERS,Margaret Brock
12/23/2016 9:21,12/23/2016 9:41,Lahore,Lahore,3.0,OFFICE,Elizabeth Gross
12/23/2016 11:33,12/23/2016 11:58,Lahore,Unknown Location,6.2,SHOPPING,William Walker
12/23/2016 14:15,12/23/2016 15:25,Unknown Location,Unknown Location,9.6,SHOPPING,Cynthia Campbell
12/23/2016 16:23,12/23/2016 16:34,Unknown Location,Unknown Location,1.3,SHOPPING,Lance Chan
12/23/2016 17:34,12/23/2016 18:27,Unknown Location,Lahore,7.1,PLAY ARENA,Troy Stewart
12/24/2016 7:43,12/24/2016 8:04,Lahore,Unknown Location,6.3,GYM,Lance Chan
12/24/2016 9:19,12/24/2016 9:55,Unknown Location,Lahore,10.7,OFFICE,Matthew Russell
12/24/2016 10:34,12/24/2016 10:53,Lahore,Lahore,5.3,BAR,Brendan Rivera
12/24/2016 12:51,12/24/2016 12:53,Lahore,Lahore,1.6,RESTAURANT,Wesley Wilson
12/24/2016 13:08,12/24/2016 13:29,Lahore,Lahore,3.6,OTHERS,Richard Reid
12/24/2016 17:12,12/24/2016 17:27,Lahore,Lahore,1.7,GYM,Brendan Rivera
12/24/2016 19:12,12/24/2016 19:27,Lahore,Lahore,2.9,PLAY ARENA,Wesley Wilson
12/24/2016 22:04,12/24/2016 22:09,Lahore,Lahore,0.6,OFFICE,John Peters
12/25/2016 0:10,12/25/2016 0:14,Lahore,Lahore,0.6,OTHERS,Amber Young
12/25/2016 19:15,12/25/2016 19:26,Lahore,Lahore,2.3,PLAY ARENA,Elizabeth Gross
12/25/2016 21:58,12/25/2016 22:04,Lahore,Lahore,2.3,BAR,Rose Cruz
12/26/2016 8:30,12/26/2016 8:41,Lahore,Lahore,3.2,PLAY ARENA,David Whitaker
12/26/2016 9:05,12/26/2016 9:19,Lahore,Lahore,6.2,SHOPPING,Margaret Brock
12/26/2016 10:15,12/26/2016 10:36,Lahore,Lahore,7.7,GYM,Wesley Wilson
12/26/2016 11:29,12/26/2016 11:42,Lahore,Lahore,3.8,RESTAURANT,Alexis Wang
12/26/2016 13:09,12/26/2016 13:43,Lahore,Unknown Location,7.9,OTHERS,Kylie Gordon
12/27/2016 7:02,12/27/2016 7:14,Kar?chi,Kar?chi,4.9,OFFICE,David Rodriguez
12/27/2016 8:37,12/27/2016 8:59,Kar?chi,Kar?chi,5.0,RESTAURANT,Ryan Barnes
12/27/2016 12:53,12/27/2016 12:57,Kar?chi,Kar?chi,0.6,OTHERS,Kelly Torres
12/27/2016 14:49,12/27/2016 15:03,Kar?chi,Unknown Location,3.1,SHOPPING,Nicole Garrett
12/27/2016 16:34,12/27/2016 16:58,Unknown Location,Kar?chi,7.9,OTHERS,Kylie Gordon
12/27/2016 19:19,12/27/2016 19:50,Kar?chi,Kar?chi,5.5,GYM,Nicole Garrett
12/28/2016 8:34,12/28/2016 9:06,Kar?chi,Unknown Location,10.3,SHOPPING,Sophia Hernandez
12/28/2016 11:42,12/28/2016 12:12,Unknown Location,Kar?chi,10.4,BAR,Courtney Jones
12/28/2016 13:53,12/28/2016 14:01,Kar?chi,Kar?chi,2.0,RESTAURANT,David Hartman
12/28/2016 15:04,12/28/2016 15:39,Kar?chi,Unknown Location,8.5,BAR,Wesley Wilson
12/28/2016 17:02,12/28/2016 17:16,Unknown Location,Kar?chi,4.4,BAR,Michael Mckinney
12/28/2016 18:33,12/28/2016 18:56,Kar?chi,Kar?chi,3.8,OTHERS,John Peters
12/28/2016 22:44,12/28/2016 23:18,Kar?chi,Kar?chi,5.1,SHOPPING,Heather Mcguire
12/29/2016 0:49,12/29/2016 1:06,Kar?chi,Kar?chi,3.8,OFFICE,Samantha Coleman
12/29/2016 9:44,12/29/2016 10:07,Kar?chi,Unknown Location,11.6,GYM,Sophia Hernandez
12/29/2016 11:28,12/29/2016 12:00,Unknown Location,Kar?chi,11.9,PLAY ARENA,George Thomas Jr.
12/29/2016 12:25,12/29/2016 12:33,Kar?chi,Kar?chi,1.4,OFFICE,Mark Rodriguez DDS
12/29/2016 13:17,12/29/2016 13:24,Kar?chi,Kar?chi,1.1,BAR,Erika Brown
12/29/2016 13:56,12/29/2016 14:11,Kar?chi,Kar?chi,4.1,PLAY ARENA,Kelly Torres
12/29/2016 14:42,12/29/2016 14:58,Kar?chi,Kar?chi,6.1,RESTAURANT,Margaret Brock
12/29/2016 15:05,12/29/2016 15:16,Kar?chi,Kar?chi,1.3,GYM,Sarah Peck
12/29/2016 18:59,12/29/2016 19:14,Kar?chi,Unknown Location,3.0,BAR,Maria Tran
12/29/2016 19:50,12/29/2016 20:10,Unknown Location,Kar?chi,4.1,GYM,Michael Mckinney
12/29/2016 20:15,12/29/2016 20:45,Kar?chi,Kar?chi,7.2,PLAY ARENA,Ryan Barnes
12/29/2016 20:53,12/29/2016 21:42,Kar?chi,Unknown Location,6.4,BAR,John Medina
12/29/2016 23:14,12/29/2016 23:47,Unknown Location,Kar?chi,12.9,SHOPPING,Nancy Brennan
12/30/2016 10:15,12/30/2016 10:33,Kar?chi,Kar?chi,2.8,RESTAURANT,Alexis Wang
12/30/2016 11:31,12/30/2016 11:56,Kar?chi,Kar?chi,2.9,SHOPPING,Lynn Elliott
12/30/2016 15:41,12/30/2016 16:03,Kar?chi,Kar?chi,4.6,BAR,Kelly Torres
12/30/2016 16:45,12/30/2016 17:08,Kar?chi,Kar?chi,4.6,OTHERS,Sophia Hernandez
12/30/2016 23:06,12/30/2016 23:10,Kar?chi,Kar?chi,0.8,RESTAURANT,William Jennings
12/31/2016 1:07,12/31/2016 1:14,Kar?chi,Kar?chi,0.7,RESTAURANT,Amber Young
12/31/2016 13:24,12/31/2016 13:42,Kar?chi,Unknown Location,3.9,SHOPPING,Rose Cruz
12/31/2016 15:03,12/31/2016 15:38,Unknown Location,Unknown Location,16.2,SHOPPING,Mark Rodriguez DDS
12/31/2016 21:32,12/31/2016 21:50,Katunayake,Gampaha,6.4,RESTAURANT,William Walker
12/31/2016 22:08,12/31/2016 23:51,Gampaha,Ilukwatta,48.2,BAR,Steven Jones
